id,class_id,sentence,partition,labels,lang
1309,SmoothRateLimiter.java,this also enables,0,usage,JAVA
1310,CacheBuilder.java,"cache#size , but will never be visible to read or write operations.",0,usage,JAVA
1311,SmoothRateLimiter.java,us to tell immediately see tryacquire timeout whether a particular timeout is enough to get,0,usage,JAVA
1312,CacheBuilder.java,"p if @linkplain #weakkeys weakkeys , @linkplain #weakvalues weakvalues , or @linkplain",0,usage,JAVA
1313,SmoothRateLimiter.java,"us to the point of the next scheduling time, since we always maintain that.",0,usage,JAVA
1314,SmoothRateLimiter.java,and what we mean by,0,usage,JAVA
1315,CacheBuilder.java,be reclaimed by the garbage collector.,0,usage,JAVA
1316,SmoothRateLimiter.java,an unused ratelimiter is also defined by that notion when we observe that the,0,usage,JAVA
1317,CacheBuilder.java,entries with reclaimed keys or values may be removed from,0,usage,JAVA
1318,SmoothRateLimiter.java,"expected arrival time of the next request is actually in the past, then the difference now",0,usage,JAVA
1319,CacheBuilder.java,"the cache on each cache modification, on occasional cache accesses, or on calls to @link",0,usage,JAVA
1320,SmoothRateLimiter.java,"past is the amount of time that the ratelimiter was formally unused, and it is that amount of",0,usage,JAVA
1321,CacheBuilder.java,"cache#cleanup such entries may be counted in @link cache#size , but will never be visible to",0,usage,JAVA
1322,SmoothRateLimiter.java,time which we translate to storedpermits.,0,usage,JAVA
1323,CacheBuilder.java,read or write operations.,0,usage,JAVA
1324,SmoothRateLimiter.java,we increase storedpermits with the amount of permits,0,usage,JAVA
1325,CacheBuilder.java,p certain cache configurations will result in the accrual of periodic maintenance tasks which,0,expand;usage,JAVA
1326,SmoothRateLimiter.java,that would have been produced in that idle time .,0,usage,JAVA
1327,CacheBuilder.java,"will be performed during write operations, or during occasional read operations in the absence of",0,usage,JAVA
1328,SmoothRateLimiter.java,"so, if rate 1 permit per second, and",0,usage,JAVA
1329,CacheBuilder.java,writes.,0,usage,JAVA
1330,SmoothRateLimiter.java,"arrivals come exactly one second after the previous, then storedpermits is never increased",0,expand;usage,JAVA
1331,CacheBuilder.java,"the @link cache#cleanup method of the returned cache will also perform maintenance, but",0,usage,JAVA
1332,SmoothRateLimiter.java,we would only increase it for arrivals later than the expected one second.,0,usage,JAVA
1333,CacheBuilder.java,calling it should not be necessary with a high throughput cache.,0,expand;usage,JAVA
1334,SmoothRateLimiter.java,the time when the next request no matter its size will be granted.,0,usage,JAVA
1335,CacheBuilder.java,only caches built with,0,usage,JAVA
1336,SmoothRateLimiter.java,"after granting a request,",0,usage,JAVA
1337,CacheBuilder.java,"@linkplain #removallistener removallistener , @linkplain #expireafterwrite expireafterwrite ,",0,usage,JAVA
1338,SmoothRateLimiter.java,this is pushed further in the future.,0,usage,JAVA
1339,CacheBuilder.java,"@linkplain #expireafteraccess expireafteraccess , @linkplain #weakkeys weakkeys , @linkplain",0,usage,JAVA
1340,SmoothRateLimiter.java,large requests push this further than small requests.,0,usage,JAVA
1341,CacheBuilder.java,"#weakvalues weakvalues , or @linkplain #softvalues softvalues perform periodic maintenance.",0,usage,JAVA
1342,SmoothRateLimiter.java,"this implements a bursty ratelimiter, where storedpermits are translated to zero throttling.",0,rational;usage,JAVA
1343,SmoothRateLimiter.java,the maximum number of permits that can be saved when the ratelimiter is unused is defined in,0,rational;usage,JAVA
1344,CacheBuilder.java,retain all the configuration properties of the original cache.,0,usage,JAVA
1345,SmoothRateLimiter.java,"terms of time, in this sense if a ratelimiter is 2qps, and this time is specified as 10",0,rational,JAVA
1346,CacheBuilder.java,note that the serialized form does,0,usage,JAVA
1347,SmoothRateLimiter.java,"seconds, we can save up to 2 10 20 permits.",0,rational,JAVA
1348,CacheBuilder.java,"i not i include cache contents, but only configuration.",0,usage,JAVA
1349,CacheBuilder.java,p see the guava user guide article on a,0,pointer,JAVA
1350,CacheBuilder.java,href https github^com google guava wiki cachesexplained caching a for a higher level,0,pointer,JAVA
1351,CacheBuilder.java,explanation.,0,pointer,JAVA
1352,CacheBuilder.java,this is,0,usage,JAVA
1353,CacheBuilder.java,normally @code object unless it is constrained by using a method like @code,0,usage,JAVA
1354,CacheBuilder.java,#removallistener,0,usage,JAVA
1355,CacheBuilder.java,this is,0,usage,JAVA
1356,CacheBuilder.java,normally @code object unless it is constrained by using a method like @code,0,usage,JAVA
1357,CacheBuilder.java,#removallistener,0,usage,JAVA
1358,CacheBuilder.java,@author charles fry,0,ownership,JAVA
1359,CacheBuilder.java,@author kevin bourrillion,0,ownership,JAVA
1360,CacheBuilder.java,@since 100,0,deprecation,JAVA
1361,CacheLoaderTest.java,@author charles fry,0,ownership,JAVA
1362,CacheManualTest.java,@author charles fry,0,ownership,JAVA
1363,ClassToInstanceMap.java,"p like any other @code map class, object , this map may contain entries for primitive types,",0,expand,JAVA
1364,ClassToInstanceMap.java,and a primitive type and its corresponding wrapper type may map to different values.,0,expand,JAVA
1365,ClassToInstanceMap.java,p see the guava user guide article on a href,0,pointer,JAVA
1366,ClassToInstanceMap.java,https github^com google guava wiki newcollectiontypesexplained#classtoinstancemap @code,0,pointer,JAVA
1367,ClassToInstanceMap.java,classtoinstancemap a .,0,pointer,JAVA
1368,ClassToInstanceMap.java,"p to map a generic type to an instance of that type, use @link",0,usage,JAVA
1369,ClassToInstanceMap.java,com^google.common^reflect.typetoinstancemap instead.,0,usage,JAVA
1370,ClassToInstanceMap.java,@param b the common supertype that all entries must share often this is simply @link object,0,usage,JAVA
1371,ClassToInstanceMap.java,@author kevin bourrillion,0,ownership,JAVA
1372,ClassToInstanceMap.java,@since 20,0,deprecation,JAVA
1373,AbstractModule.java,"simply extend this class, implement @link #configure , and call the inherited",0,usage,JAVA
1374,AbstractModule.java,methods which mirror those found in @link binder .,1,usage,JAVA
1375,AbstractModule.java,for example,0,usage,JAVA
1376,AbstractModule.java,pre,1,usage,JAVA
1377,AbstractModule.java,public class mymodule extends abstractmodule,0,usage,JAVA
1378,AbstractModule.java,protected void configure,1,usage,JAVA
1379,AbstractModule.java,bind service^class ^to serviceimpl^class ^in singleton^class,0,usage,JAVA
1380,AbstractModule.java,bind creditcardpaymentservice^class,1,usage,JAVA
1381,AbstractModule.java,bind paymentservice^class ^to creditcardpaymentservice^class,0,usage,JAVA
1382,AbstractModule.java,bindconstant ^annotatedwith names^named port ^to 8080,1,usage,JAVA
1383,AbstractModule.java,pre,0,usage,JAVA
1384,AbstractModule.java,@author crazybob@google^com bob lee,1,ownership,JAVA
1385,Binder.java,h3 the guice binding edsl h3,0,usage,JAVA
1386,Binder.java,"guice uses an i embedded domain specific language i , or edsl, to help you create bindings",1,usage,JAVA
1387,Binder.java,simply and readably.,0,usage,JAVA
1388,Binder.java,javadocs b .,1,usage,JAVA
1389,Binder.java,"instead, you should consult the series of examples below.",0,usage,JAVA
1390,Binder.java,"to save space, these",1,usage,JAVA
1391,Binder.java,"examples omit the opening @code binder , just as you will if your module extends @link",0,usage,JAVA
1392,Binder.java,abstractmodule .,1,usage,JAVA
1393,Binder.java,pre,0,usage,JAVA
1394,Binder.java,does not change guice s default behavior.,1,usage,JAVA
1395,Binder.java,@link module class to serve as an explicit i manifest i for the services it provides.,0,usage,JAVA
1396,Binder.java,"also,",1,usage,JAVA
1397,Binder.java,given explicitly.,0,usage,JAVA
1398,Binder.java,pre,1,usage,JAVA
1399,Binder.java,specifies that a request for a @code service instance with no binding annotations should be,0,usage,JAVA
1400,Binder.java,treated as if it were a request for a @code serviceimpl instance.,1,usage,JAVA
1401,Binder.java,this i overrides i the,0,usage,JAVA
1402,Binder.java,function of any @link implementedby @implementedby or @link providedby @providedby,1,usage,JAVA
1403,Binder.java,"annotations found on @code service , since guice will have already moved on to @code",0,usage,JAVA
1404,Binder.java,serviceimpl before it reaches the point when it starts looking for these annotations.,1,usage,JAVA
1405,Binder.java,pre,0,usage,JAVA
1406,Binder.java,"in this example, @code serviceprovider must extend or implement @code provider service .",1,usage,JAVA
1407,Binder.java,this,0,usage,JAVA
1408,Binder.java,binding specifies that guice should resolve an unannotated injection request for @code service,1,usage,JAVA
1409,Binder.java,"by first resolving an instance of @code serviceprovider in the regular way, then calling @link",0,usage,JAVA
1410,Binder.java,provider#get get on the resulting provider instance to obtain the @code service instance.,1,usage,JAVA
1411,Binder.java,"p the @link provider you use here does not have to be a factory that is, a provider which",0,usage,JAVA
1412,Binder.java,always i creates i each instance it provides.,1,usage,JAVA
1413,DefaultMethodInterceptionTest.java,@author cgdecker@google^com colin decker,0,ownership,JAVA
1414,DefaultMethodInterceptionTest.java,interface with a default method annotated to be intercepted.,1,usage,JAVA
1415,Binder.java,follow.,0,usage,JAVA
1416,DefaultMethodInterceptionTest.java,foo implementation that does not override the default method.,1,usage,JAVA
1417,Binder.java,you can then use guice s concept of @link scope scopes to guide when creation should,0,usage,JAVA
1418,DefaultMethodInterceptionTest.java,a base class defining a method with the same signature as foo s default method.,1,usage,JAVA
1419,Binder.java,happen letting guice work for you .,0,usage,JAVA
1420,DefaultMethodInterceptionTest.java,foo implementation that should use superclass method rather than default method.,1,usage,JAVA
1421,Binder.java,pre,0,usage,JAVA
1422,Binder.java,@code @red .,1,usage,JAVA
1423,Binder.java,if your module also includes bindings for particular i values i of the,0,usage,JAVA
1424,Binder.java,of @code @red that have no exact match in the bindings.,1,usage,JAVA
1425,Binder.java,pre,0,usage,JAVA
1426,Binder.java,bind serviceimpl^class ^in singleton^class,1,usage,JAVA
1427,Binder.java,"or, alternatively",0,usage,JAVA
1428,Element.java,all elements are,1,expand,JAVA
1429,Element.java,assigned a globally unique id to allow different modules to contribute multibindings,0,expand,JAVA
1430,Binder.java,either of these statements places the @code serviceimpl class into singleton scope.,1,usage,JAVA
1431,Element.java,independently.,0,expand,JAVA
1432,Binder.java,guice will,0,usage,JAVA
1433,Element.java,@author jessewilson@google^com jesse wilson,0,ownership,JAVA
1434,Binder.java,create only one instance of @code serviceimpl and will reuse it for all injection requests of,0,usage,JAVA
1435,Binder.java,note that it is still possible to bind another instance of @code serviceimpl if the,0,usage,JAVA
1436,Binder.java,guice is not overly,0,usage,JAVA
1437,EncounterImpl.java,@author jessewilson@google^com jesse wilson,0,ownership,JAVA
1438,Binder.java,with i enabling i your application to share only one instance if that s all you tell guice you,0,usage,JAVA
1439,Binder.java,need.,0,usage,JAVA
1440,ImplicitBindingTest.java,"@author crazybob@google^com bob lee an enum cannot be implemented by anything, so it should not be possible to have a successful valid jitable binding",0,ownership;rational,JAVA
1441,Binder.java,an annotation on the @code serviceimpl class.,0,usage,JAVA
1442,Binder.java,"p besides @link singleton @link scopes#singleton , there are servlet specific scopes",0,usage,JAVA
1443,Binder.java,"available in @code com^google.inject^servlet.servletscopes , and your modules can contribute",0,usage,JAVA
1444,Binder.java,their own custom scopes for use here as well.,0,usage,JAVA
1445,ManagedFilterPipeline.java,@author dhanji@gmail^com dhanji r. prasanna,0,ownership,JAVA
1446,Binder.java,pre,0,usage,JAVA
1447,Binder.java,bind new typeliteral&lt paymentservice&lt creditcard,0,usage,JAVA
1448,Binder.java,it tells guice how to,0,usage,JAVA
1449,PrivateElementProcessor,@author jessewilson@google^com jesse wilson,0,ownership,JAVA
1450,Binder.java,honor an injection request for an element of type @code paymentservice creditcard .,0,usage,JAVA
1451,Binder.java,the class,0,usage,JAVA
1452,Binder.java,@code creditcardpaymentservice must implement the @code paymentservice creditcard interface.,0,usage,JAVA
1453,ProxyFactoryTest.java,@author crazybob@google^com bob lee,0,ownership,JAVA
1454,Binder.java,"guice cannot currently bind or inject a generic type, such as @code set e all type parameters",0,usage,JAVA
1455,Binder.java,must be fully specified.,0,usage,JAVA
1456,Binder.java,pre,0,usage,JAVA
1457,SpiUtils.java,@author sameb@google^com sam berlin,0,ownership,JAVA
1458,Binder.java,bind service^class ^toinstance new serviceimpl,0,usage,JAVA
1459,Binder.java,"or, alternatively",0,usage,JAVA
1460,SpiUtils.java,the kind of binding.,0,expand,JAVA
1461,SpiUtils.java,the result of the binding.,0,expand,JAVA
1462,Binder.java,@code service injection requests.,0,usage,JAVA
1463,Binder.java,"when the @link injector is created, it will automatically",0,usage,JAVA
1464,Binder.java,serviceimpl is simply ignored.,0,usage,JAVA
1465,Binder.java,that you can t control.,0,usage,JAVA
1466,Binder.java,pre,0,usage,JAVA
1467,Binder.java,sets up a constant binding.,0,usage,JAVA
1468,Binder.java,constant injections must always be annotated.,0,usage,JAVA
1469,Binder.java,when a constant,0,usage,JAVA
1470,Binder.java,"binding s value is a string, it is eligible for conversion to all primitive types, to @link",0,usage,JAVA
1471,Binder.java,"enum#valueof class, string all enums , and to @link class#forname class literals .",0,usage,JAVA
1472,Binder.java,conversions,0,usage,JAVA
1473,Binder.java,"for other types can be configured using @link #converttotypes matcher, typeconverter",0,usage,JAVA
1474,Binder.java,converttotypes .,0,usage,JAVA
1475,Binder.java,pre,0,usage,JAVA
1476,Binder.java,@literal @ color red color red a member variable field,0,usage,JAVA
1477,Binder.java,red mymodule^class.getdeclaredfield red ^getannotation color^class,0,usage,JAVA
1478,Binder.java,if your binding annotation has parameters you can apply different bindings to different specific,0,usage,JAVA
1479,Binder.java,values of your annotation.,0,usage,JAVA
1480,Binder.java,getting your hands on the right instance of the annotation is a bit of,0,usage,JAVA
1481,Binder.java,"a pain one approach, shown above, is to apply a prototype annotation to a field in your module",0,usage,JAVA
1482,Binder.java,pre,0,usage,JAVA
1483,Binder.java,bind service^class,0,usage,JAVA
1484,Binder.java,annotatedwith names^named blue,0,usage,JAVA
1485,Binder.java,"differentiating by names is a common enough use case that we provided a standard annotation,",0,usage,JAVA
1486,Binder.java,@link com^google.inject^name.named @named .,0,usage,JAVA
1487,Binder.java,"because of guice s library support, binding by name",0,usage,JAVA
1488,Binder.java,is quite easier than in the arbitrary binding annotation case we just saw.,0,usage,JAVA
1489,Binder.java,"however, remember that",0,usage,JAVA
1490,Binder.java,these names will live in a single flat namespace with all the other names used in your,0,usage,JAVA
1491,Binder.java,application.,0,usage,JAVA
1492,Binder.java,pre,0,usage,JAVA
1493,Binder.java,constructor t lonector getlonectorfromserviceimplviareflection,0,usage,JAVA
1494,Binder.java,bind serviceimpl^class,0,usage,JAVA
1495,Binder.java,implementation.,0,usage,JAVA
1496,Binder.java,it means that we do not need to place @literal @ inject on any of the,0,usage,JAVA
1497,Binder.java,constructors and that guice treats the provided constructor as though it were annotated so.,0,usage,JAVA
1498,Binder.java,it is,0,usage,JAVA
1499,Binder.java,useful for cases where you cannot modify existing classes and is a bit simpler than using a,0,usage,JAVA
1500,Binder.java,@link provider .,0,usage,JAVA
1501,Binder.java,p the above list of examples is far from exhaustive.,0,usage,JAVA
1502,Binder.java,if you can think of how the concepts of one,0,usage,JAVA
1503,Binder.java,"example might coexist with the concepts from another, you can most likely weave the two together.",0,usage,JAVA
1504,Binder.java,"if the two concepts make no sense with each other, you most likely won t be able to do it.",0,usage,JAVA
1505,Binder.java,in a,0,usage,JAVA
1506,Binder.java,"runtime, as soon as you try to create your injector.",0,usage,JAVA
1507,Binder.java,"p the other methods of binder such as @link #bindscope , @link #bindinterceptor , @link",0,usage,JAVA
1508,Binder.java,"#install , @link #requeststaticinjection , @link #adderror and @link #currentstage are not",0,usage,JAVA
1509,Binder.java,"part of the binding edsl you can learn how to use these in the usual way, from the method",0,usage,JAVA
1510,Binder.java,documentation.,0,usage,JAVA
1511,Binder.java,@author crazybob@google^com bob lee,0,ownership,JAVA
1512,Binder.java,@author jessewilson@google^com jesse wilson,0,ownership,JAVA
1513,Binder.java,@author kevinb@google^com kevin bourrillion,0,ownership,JAVA
1514,VScrollTable.java,dom^client.blurevent,0,pointer,JAVA
1515,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1516,VScrollTable.java,to detect if the first visible,0,rational,JAVA
1517,VScrollTable.java,these are used when jumping between pages when pressing home and end,1,rational,JAVA
1518,VScrollTable.java,changes to manage mousedown and mouseup,0,rational,JAVA
1519,VScrollTable.java,overridden due table might not survive of visibility change scroll pos,1,rational,JAVA
1520,VScrollTable.java,lost .,0,rational,JAVA
1521,VScrollTable.java,example itabpanel just set contained components invisible and back,1,expand;rational,JAVA
1522,VScrollTable.java,when changing tabs.,0,rational,JAVA
1523,VScrollTable.java,updates first visible row for the case we cannot wait,1,rational,JAVA
1524,VScrollTable.java,this method has logic which rows needs to be requested from server when,0,rational,JAVA
1525,VScrollTable.java,user scrolls.,1,rational,JAVA
1526,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1527,VScrollTable.java,@see,1,pointer,JAVA
1528,VScrollTable.java,com^google.gwt^event.dom^client.focushandler#onfocus com^google.gwt^event,0,expand;pointer,JAVA
1529,VScrollTable.java,dom^client.focusevent,1,pointer,JAVA
1530,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1531,VScrollTable.java,@see,1,pointer,JAVA
1532,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,0,expand;pointer,JAVA
1533,VScrollTable.java,dom^client.blurevent,1,pointer,JAVA
1534,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1535,VScrollTable.java,for internal use only.,1,expand,JAVA
1536,VScrollTable.java,access to touchcontextprovider.,0,expand,JAVA
1537,VScrollTable.java,has to be public to give tableconnector,1,expand,JAVA
1538,VScrollTable.java,@since 72,0,deprecation,JAVA
1539,VScrollTable.java,@author vaadin ltd,1,ownership,JAVA
1540,VScrollTable.java,to detect if the first visible,0,rational,JAVA
1541,VScrollTable.java,these are used when jumping between pages when pressing home and end,1,rational,JAVA
1542,VScrollTable.java,changes to manage mousedown and mouseup,0,rational,JAVA
1543,VScrollTable.java,overridden due table might not survive of visibility change scroll pos,1,rational,JAVA
1544,VScrollTable.java,lost .,0,rational,JAVA
1545,VScrollTable.java,example itabpanel just set contained components invisible and back,1,expand;rational,JAVA
1546,VScrollTable.java,when changing tabs.,0,rational,JAVA
1547,VScrollTable.java,updates first visible row for the case we cannot wait,1,rational,JAVA
1548,VScrollTable.java,this method has logic which rows needs to be requested from server when,0,rational,JAVA
1549,VScrollTable.java,user scrolls.,1,rational,JAVA
1550,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1551,VScrollTable.java,@see,1,pointer,JAVA
1552,VScrollTable.java,com^google.gwt^event.dom^client.focushandler#onfocus com^google.gwt^event,0,expand;pointer,JAVA
1553,VScrollTable.java,dom^client.focusevent,1,pointer,JAVA
1554,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1555,VScrollTable.java,@see,1,pointer,JAVA
1556,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,0,expand;pointer,JAVA
1557,VScrollTable.java,dom^client.blurevent,1,pointer,JAVA
1558,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1559,VScrollTable.java,used to recall the position of an open context menu if we need to close,1,expand,JAVA
1560,VScrollTable.java,for internal use only.,0,expand,JAVA
1561,VScrollTable.java,to detect if the first visible,1,rational,JAVA
1562,VScrollTable.java,these are used when jumping between pages when pressing home and end,0,rational,JAVA
1563,VScrollTable.java,changes to manage mousedown and mouseup,1,rational,JAVA
1564,VScrollTable.java,overridden due table might not survive of visibility change scroll pos,0,rational,JAVA
1565,VScrollTable.java,lost .,1,rational,JAVA
1566,VScrollTable.java,example itabpanel just set contained components invisible and back,0,expand;rational,JAVA
1567,VScrollTable.java,when changing tabs.,1,rational,JAVA
1568,VScrollTable.java,updates first visible row for the case we cannot wait,0,rational,JAVA
1569,VScrollTable.java,this method has logic which rows needs to be requested from server when,1,rational,JAVA
1570,VScrollTable.java,user scrolls.,0,rational,JAVA
1571,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1572,VScrollTable.java,@see,0,pointer,JAVA
1573,VScrollTable.java,com^google.gwt^event.dom^client.focushandler#onfocus com^google.gwt^event,1,expand;pointer,JAVA
1574,VScrollTable.java,dom^client.focusevent,0,pointer,JAVA
1575,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1576,VScrollTable.java,@see,0,pointer,JAVA
1577,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,1,expand;pointer,JAVA
1578,VScrollTable.java,dom^client.blurevent,0,pointer,JAVA
1579,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1580,VScrollTable.java,for internal use only.,0,expand,JAVA
1581,VScrollTable.java,to detect if the first visible,1,rational,JAVA
1582,VScrollTable.java,these are used when jumping between pages when pressing home and end,0,rational,JAVA
1583,VScrollTable.java,changes to manage mousedown and mouseup,1,rational,JAVA
1584,VScrollTable.java,overridden due table might not survive of visibility change scroll pos,0,rational,JAVA
1585,VScrollTable.java,lost .,1,rational,JAVA
1586,VScrollTable.java,example itabpanel just set contained components invisible and back,0,expand;rational,JAVA
1587,VScrollTable.java,when changing tabs.,1,rational,JAVA
1588,VScrollTable.java,updates first visible row for the case we cannot wait,0,rational,JAVA
1589,VScrollTable.java,this method has logic which rows needs to be requested from server when,1,rational,JAVA
1590,VScrollTable.java,user scrolls.,0,rational,JAVA
1591,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1592,VScrollTable.java,@see,0,pointer,JAVA
1593,VScrollTable.java,com^google.gwt^event.dom^client.focushandler#onfocus com^google.gwt^event,1,expand;pointer,JAVA
1594,VScrollTable.java,dom^client.focusevent,0,pointer,JAVA
1595,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1596,VScrollTable.java,@see,0,pointer,JAVA
1597,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,1,expand;pointer,JAVA
1598,VScrollTable.java,dom^client.blurevent,0,pointer,JAVA
1599,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1600,VScrollTable.java,reordering disabled and clicking on it resets sorting.,0,expand,JAVA
1601,VScrollTable.java,to detect if the first visible,1,rational,JAVA
1602,VScrollTable.java,these are used when jumping between pages when pressing home and end,0,rational,JAVA
1603,VScrollTable.java,changes to manage mousedown and mouseup,1,rational,JAVA
1604,VScrollTable.java,overridden due table might not survive of visibility change scroll pos,0,rational,JAVA
1605,VScrollTable.java,lost .,1,rational,JAVA
1606,VScrollTable.java,example itabpanel just set contained components invisible and back,0,expand;rational,JAVA
1607,VScrollTable.java,when changing tabs.,1,rational,JAVA
1608,VScrollTable.java,updates first visible row for the case we cannot wait,0,rational,JAVA
1609,VScrollTable.java,this method has logic which rows needs to be requested from server when,1,rational,JAVA
1610,VScrollTable.java,user scrolls.,0,rational,JAVA
1611,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1612,VScrollTable.java,@see,0,pointer,JAVA
1613,VScrollTable.java,com^google.gwt^event.dom^client.focushandler#onfocus com^google.gwt^event,1,expand;pointer,JAVA
1614,VScrollTable.java,dom^client.focusevent,0,pointer,JAVA
1615,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1616,VScrollTable.java,@see,0,pointer,JAVA
1617,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,1,expand;pointer,JAVA
1618,VScrollTable.java,dom^client.blurevent,0,pointer,JAVA
1619,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1620,VScrollTable.java,to detect if the first visible,0,rational,JAVA
1621,VScrollTable.java,these are used when jumping between pages when pressing home and end,1,rational,JAVA
1622,VScrollTable.java,changes to manage mousedown and mouseup,0,rational,JAVA
1623,VScrollTable.java,overridden due table might not survive of visibility change scroll pos,1,rational,JAVA
1624,VScrollTable.java,lost .,0,rational,JAVA
1625,VScrollTable.java,example itabpanel just set contained components invisible and back,1,expand;rational,JAVA
1626,VScrollTable.java,when changing tabs.,0,rational,JAVA
1627,VScrollTable.java,updates first visible row for the case we cannot wait,1,rational,JAVA
1628,VScrollTable.java,this method has logic which rows needs to be requested from server when,0,rational,JAVA
1629,VScrollTable.java,user scrolls.,1,rational,JAVA
1630,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1631,VScrollTable.java,@see,1,pointer,JAVA
1632,VScrollTable.java,com^google.gwt^event.dom^client.focushandler#onfocus com^google.gwt^event,0,expand;pointer,JAVA
1633,VScrollTable.java,dom^client.focusevent,1,pointer,JAVA
1634,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1635,VScrollTable.java,@see,1,pointer,JAVA
1636,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,0,expand;pointer,JAVA
1637,VScrollTable.java,dom^client.blurevent,1,pointer,JAVA
1638,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1639,VScrollTable.java,reordering disabled and clicking on it resets sorting.,1,expand,JAVA
1640,VScrollTable.java,to detect if the first visible,0,rational,JAVA
1641,VScrollTable.java,these are used when jumping between pages when pressing home and end,1,rational,JAVA
1642,VScrollTable.java,changes to manage mousedown and mouseup,0,rational,JAVA
1643,VScrollTable.java,overridden due table might not survive of visibility change scroll pos,1,rational,JAVA
1644,VScrollTable.java,lost .,0,rational,JAVA
1645,VScrollTable.java,example itabpanel just set contained components invisible and back,1,expand;rational,JAVA
1646,VScrollTable.java,when changing tabs.,0,rational,JAVA
1647,VScrollTable.java,updates first visible row for the case we cannot wait,1,rational,JAVA
1648,VScrollTable.java,this method has logic which rows needs to be requested from server when,0,rational,JAVA
1649,VScrollTable.java,user scrolls.,1,rational,JAVA
1650,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1651,VScrollTable.java,@see,1,pointer,JAVA
1652,VScrollTable.java,com^google.gwt^event.dom^client.focushandler#onfocus com^google.gwt^event,0,expand;pointer,JAVA
1653,VScrollTable.java,dom^client.focusevent,1,pointer,JAVA
1654,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1655,VScrollTable.java,@see,1,pointer,JAVA
1656,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,0,expand;pointer,JAVA
1657,VScrollTable.java,dom^client.blurevent,1,pointer,JAVA
1658,VScrollTable.java,non javadoc,0,expand;pointer,JAVA
1659,VScrollTable.java,to detect if the first visible,1,rational,JAVA
1660,VScrollTable.java,these are used when jumping between pages when pressing home and end,0,rational,JAVA
1661,VScrollTable.java,changes to manage mousedown and mouseup,1,rational,JAVA
1662,VScrollTable.java,overridden due table might not survive of visibility change scroll pos,0,rational,JAVA
1663,VScrollTable.java,lost .,1,rational,JAVA
1664,VScrollTable.java,example itabpanel just set contained components invisible and back,0,expand;rational,JAVA
1665,VScrollTable.java,when changing tabs.,1,rational,JAVA
1666,VScrollTable.java,updates first visible row for the case we cannot wait,0,rational,JAVA
1667,VScrollTable.java,this method has logic which rows needs to be requested from server when,1,rational,JAVA
1668,VScrollTable.java,user scrolls.,0,rational,JAVA
1669,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1670,VScrollTable.java,@see,0,pointer,JAVA
1671,VScrollTable.java,com^google.gwt^event.dom^client.focushandler#onfocus com^google.gwt^event,1,expand;pointer,JAVA
1672,VScrollTable.java,dom^client.focusevent,0,pointer,JAVA
1673,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1674,VScrollTable.java,@see,0,pointer,JAVA
1675,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,1,expand;pointer,JAVA
1676,VScrollTable.java,dom^client.blurevent,0,pointer,JAVA
1677,VScrollTable.java,non javadoc,1,expand;pointer,JAVA
1678,VScrollTable.java,this panel can only contain vscrolltablerow type of widgets.,0,expand;rational,JAVA
1679,VScrollTable.java,this,1,rational,JAVA
1680,VScrollTable.java,"simulates very large table, keeping spacers which take room of",0,rational,JAVA
1681,VScrollTable.java,unrendered rows.,1,rational,JAVA
1682,VTextArea.java,@author vaadin ltd.,0,ownership,JAVA
1683,VUpload.java,@author vaadin ltd,1,ownership,JAVA
1684,Window.java,p,0,expand,JAVA
1685,Window.java,the contents of a window is set using @link #setcontent component or by,1,expand,JAVA
